Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,0.159110,0.160000,0.132000,0.155000,0.155000,190486
2019-01-03,0.155000,0.158800,0.140100,0.158800,0.158800,148261
2019-01-04,0.130500,0.174900,0.130500,0.174900,0.174900,198760
2019-01-07,0.172300,0.175000,0.155000,0.162000,0.162000,114511
2019-01-08,0.164000,0.174000,0.155000,0.167500,0.167500,186486
2019-01-09,0.161250,0.180000,0.155000,0.175000,0.175000,341072
2019-01-10,0.170000,0.174000,0.161000,0.174000,0.174000,244964
2019-01-11,0.170000,0.200000,0.169750,0.199900,0.199900,266228
2019-01-14,0.180000,0.199900,0.180000,0.198000,0.198000,183232
2019-01-15,0.184000,0.194300,0.160000,0.170000,0.170000,447630
2019-01-16,0.173000,0.199000,0.150000,0.161020,0.161020,262881
2019-01-17,0.140900,0.235800,0.140900,0.215000,0.215000,675892
2019-01-18,0.240000,0.240000,0.186100,0.200000,0.200000,572477
2019-01-22,0.200000,0.210000,0.186000,0.198000,0.198000,126453
2019-01-23,0.200000,0.210000,0.190400,0.209120,0.209120,53755
2019-01-24,0.190000,0.208900,0.185000,0.194900,0.194900,160905
2019-01-25,0.194500,0.194500,0.170000,0.188900,0.188900,94981
2019-01-28,0.195000,0.195000,0.166000,0.183820,0.183820,103178
2019-01-29,0.180250,0.184800,0.167000,0.180000,0.180000,85800
2019-01-30,0.166350,0.205000,0.166350,0.201350,0.201350,205426
2019-01-31,0.210000,0.240000,0.185000,0.210000,0.210000,337285
2019-02-01,0.208500,0.210000,0.180000,0.200500,0.200500,97178
2019-02-04,0.190000,0.205000,0.175000,0.190000,0.190000,285565
2019-02-05,0.178000,0.178000,0.150000,0.174730,0.174730,494769
2019-02-06,0.155000,0.189000,0.152500,0.172500,0.172500,244112
2019-02-07,0.200000,0.200000,0.145100,0.189000,0.189000,955324
2019-02-08,0.165000,0.170000,0.151100,0.160000,0.160000,461194
2019-02-11,0.159360,0.167800,0.150000,0.158320,0.158320,303519
2019-02-12,0.150000,0.158800,0.120100,0.135000,0.135000,977398
2019-02-13,0.144000,0.158800,0.136000,0.144460,0.144460,240865
2019-02-14,0.153500,0.153500,0.135000,0.147500,0.147500,34721
2019-02-15,0.137000,0.145000,0.130000,0.132400,0.132400,127456
2019-02-19,0.130000,0.150000,0.120000,0.133200,0.133200,102095
2019-02-20,0.133250,0.138900,0.120000,0.138000,0.138000,114600
2019-02-21,0.135230,0.144000,0.122500,0.144000,0.144000,125020
2019-02-22,0.135300,0.142500,0.122600,0.141900,0.141900,134200
2019-02-25,0.127500,0.142500,0.123000,0.142500,0.142500,142619
2019-02-26,0.137000,0.148000,0.127000,0.148000,0.148000,29128
2019-02-27,0.148500,0.158000,0.130000,0.153000,0.153000,212258
2019-02-28,0.153000,0.170500,0.137900,0.169000,0.169000,516709
2019-03-01,0.180250,0.180250,0.160000,0.172500,0.172500,238616
2019-03-04,0.175000,0.200000,0.169000,0.183700,0.183700,357293
2019-03-05,0.183700,0.200000,0.181500,0.195000,0.195000,278518
2019-03-06,0.195000,0.220000,0.195000,0.209680,0.209680,383254
2019-03-07,0.209000,0.215000,0.168200,0.215000,0.215000,306690
2019-03-08,0.180100,0.200000,0.180000,0.198000,0.198000,81169
2019-03-11,0.190000,0.210000,0.170000,0.195000,0.195000,112475
2019-03-12,0.196500,0.210000,0.194300,0.194300,0.194300,80953
2019-03-13,0.180000,0.199000,0.180000,0.199000,0.199000,28003
2019-03-14,0.195000,0.197000,0.175000,0.194000,0.194000,74600
